Tabela/View;Campo;Propriedade;Português do Brasil (Nativo);Espanhol
E000BAL;CODUSU;2;Identificador do usuário;Identificador de usuario
E000BAL;CODUSU;3;Identificador do usuário;Identificador de usuario
E000BAL;DLLBAL;1;Nome da DLL;nombre DLL
E000BAL;DLLBAL;2;Nome da DLL;nombre DLL
E000BAL;DLLBAL;3;Nome da DLL;nombre DLL
E000BAL;PRTBAL;1;Porta Serial;Puerto serial
E000BAL;PRTBAL;2;Porta Serial;Puerto serial
E000BAL;PRTBAL;3;Porta Serial de Comunicação;Puerto de comunicación serie
E000BAL;SCLBAL;1;Ident. da Balança;IDENTIFICACIÓN. de las escalas
E000BAL;SCLBAL;2;Ident. da Balança;IDENTIFICACIÓN. de las escalas
E000BAL;SCLBAL;3;Identificação da Balança;Identificación de escala
E000BAL;TIPDLL;1;Tipo da DLL;tipo DLL
E000BAL;TIPDLL;2;Tipo da DLL;tipo de DLL
E000BAL;TIPDLL;3;Tipo da DLL;tipo DLL
E000BAL;TIPENT;1;Tipo Pesagem Entrada;Tipo Entrada de pesaje
E000BAL;TIPENT;2;Tipo Pesagem Entrada;Tipo Entrada de pesaje
E000BAL;TIPENT;3;Tipo de Pesagem na Entrada;Tipo de pesaje a la entrada
E000BAL;TIPSAI;1;Tipo Pesagem Saída;Tipo Salida de pesaje
E000BAL;TIPSAI;2;Tipo Pesagem Saída;Tipo Salida de pesaje
E000BAL;TIPSAI;3;Tipo de Pesagem na Saída;Tipo de pesaje a la salida
E000BAL;URLENT;1;URL Bal. Ent.;Balanza de URL. Ent.
E000BAL;URLENT;2;URL Balança Entrada;Entrada de saldo de URL
E000BAL;URLENT;3;URL do serviço de captura de peso da Balança de entrada;URL del servicio de captura de peso de la báscula de entrada
E000BAL;URLSAI;1;URL Bal. Sai.;Balanza de URL. Hojas.
E000BAL;URLSAI;2;URL Balança Saída;Salida de saldo de URL
E000BAL;URLSAI;3;URL do serviço de captura de peso da Balança de saída;URL del servicio de captura de peso de la báscula de salida
E000BAN;CODBAN;1;Banco;Banco
E000BAN;CODBAN;2;Banco;Banco
E000BAN;CODBAN;3;Código do banco na Febraban;Código bancario en Febraban
E000BAN;CODEMP;1;Empresa;Empresa
E000BAN;CODEMP;2;Empresa;Empresa
E000BAN;CODEMP;3;Código da empresa;Codigo de compañia
E000BAN;CODFIL;1;Filial;Subsidiaria
E000BAN;CODFIL;2;Filial;Subsidiaria
E000BAN;CODFIL;3;Código da filial;Código de sucursal
E000BAN;SEQINT;1;Num. Sequencial;Numero secuencial
E000BAN;SEQINT;2;Num. Sequencial;Numero secuencial
E000BAN;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000BCP;CODEMP;1;Empresa;Empresa
E000BCP;CODEMP;2;Empresa;Empresa
E000BCP;CODEMP;3;Código da empresa;Codigo de compañia
E000BCP;CODFIL;1;Filial da pendência;Rama de cartera de pedidos
E000BCP;CODFIL;2;Filial da pendência;Rama de cartera de pedidos
E000BCP;CODFIL;3;Código da filial da pendência;Código de sucursal pendiente
E000BCP;CODFOR;1;Forn.;Forn.
E000BCP;CODFOR;2;Fornecedor;Proveedor
E000BCP;CODFOR;3;Código do Fornecedor;Código de proveedor
E000BCP;CODTPT;1;Tipo de Título;Tipo de título
E000BCP;CODTPT;2;Código de Tipo de Título;Código de tipo de título
E000BCP;CODTPT;3;Código de Tipo de Título a pagar;Código de tipo de bono a pagar
E000BCP;FILTIT;1;Filial do título;Rama de título
E000BCP;FILTIT;2;Filial do título;Rama de título
E000BCP;FILTIT;3;Código da filial do título;Código de sucursal del título
E000BCP;IDEUNI;1;Ide. Uni. Alfa;Ide. Uni. Alfa
E000BCP;IDEUNI;2;Identificador único alfanumérico;Identificador alfanumérico único
E000BCP;IDEUNI;3;Identificador único alfanumérico;Identificador alfanumérico único
E000BCP;NUMTIT;1;Título;Título
E000BCP;NUMTIT;2;Nº Título;Título No.
E000BCP;NUMTIT;3;Número do título a pagar;Número de título a pagar
E000BCP;SEQINT;1;Num. Sequencial;Numero secuencial
E000BCP;SEQINT;2;Num. Sequencial;Numero secuencial
E000BCP;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000BCP;SEQMOV;1;Seq.;Sec.
E000BCP;SEQMOV;2;Sequência Baixa;Secuencia baja
E000BCP;SEQMOV;3;Sequência de movimento do título;Secuencia de movimiento del título
E000BCP;TIPPEN;1;Tipo pend.;Tipo colgante.
E000BCP;TIPPEN;2;Tipo da pendência;Tipo de asunto pendiente
E000BCP;TIPPEN;3;Tipo da pendência de exportação;Tipo de exportación pendiente
E000BDE;CODDEP;1;Depósito;Depósito
E000BDE;CODDEP;2;Depósito;Depósito
E000BDE;CODDEP;3;Código do depósito;Código de depósito
E000BDE;CODDER;1;Deriv.;Derivado.
E000BDE;CODDER;2;Derivação;Derivación
E000BDE;CODDER;3;Código da derivação;Código de derivación
E000BDE;CODEMP;1;Empresa;Empresa
E000BDE;CODEMP;2;Empresa;Empresa
E000BDE;CODEMP;3;Código da empresa;Codigo de compañia
E000BDE;CODFIL;1;Filial;Subsidiaria
E000BDE;CODFIL;2;Filial;Subsidiaria
E000BDE;CODFIL;3;Código da filial;Código de sucursal
E000BDE;CODLOT;1;Lote Fab.;Lote fabuloso.
E000BDE;CODLOT;2;Lote Fabricação;Lote de Fabricación
E000BDE;CODLOT;3;Código do lote de fabricação do produto;Código de lote de fabricación del producto
E000BDE;CODPRO;1;Produto;Producto
E000BDE;CODPRO;2;Produto;Producto
E000BDE;CODPRO;3;Código do produto;código del producto
E000BDE;DATGER;1;Data Geração;Fecha de generación
E000BDE;DATGER;2;Data da Geração;Fecha de generación
E000BDE;DATGER;3;Data da geração do registro;Fecha de generación del registro
E000BDE;HORGER;1;Hora Geração;Tiempo generacional
E000BDE;HORGER;2;Hora da Geração;Tiempo generacional
E000BDE;HORGER;3;Hora da geração do registro;Tiempo de generación récord
E000BDE;IDEREG;1;Ident. Registro;IDENTIFICACIÓN. Registro
E000BDE;IDEREG;2;Identificador Registro;Identificador de registro
E000BDE;IDEREG;3;Identificador de registro;Identificador de registro
E000BDE;IDEWMS;1;Identificador WMS;identificador WMS
E000BDE;IDEWMS;2;Identificador WMS;identificador WMS
E000BDE;IDEWMS;3;Identificador de ligação com a tabela do WMS;Identificador de conexión de tabla WMS
E000BDE;MSGRET;1;Msg. retorno oper.;Mensaje de retorno de operación
E000BDE;MSGRET;2;Mensagem de retorno da operação;Mensaje de retorno de operación
E000BDE;MSGRET;3;Mensagem de retorno do processamento da operação de bloqueio/desbloqueio;Mensaje de retorno del procesamiento de operación de bloqueo/desbloqueo
E000BDE;NUMSEP;1;Nº Série;Número de Serie.
E000BDE;NUMSEP;2;Número de Série;Numero de serie
E000BDE;NUMSEP;3;Número de série do produto;Número de serie del producto
E000BDE;QTDBDE;1;Qtd. bloq./desbloq.;Bloquear/desbloquear cantidad
E000BDE;QTDBDE;2;Quantidade bloqueio/desbloqueio;Bloquear/desbloquear cantidad
E000BDE;QTDBDE;3;Quantidade utilizada na operação de bloqueio/desbloqueio;Cantidad utilizada en la operación de bloqueo/desbloqueo
E000BDE;SITOPE;1;Situação operação;Situación de operación
E000BDE;SITOPE;2;Situação da operação;Estado de operación
E000BDE;SITOPE;3;Situação da operação de bloqueio/desbloqueio de estoque;Estado de la operación de bloqueo/desbloqueo de stock
E000BDE;TIPOPE;1;Tipo operação;Tipo de operación
E000BDE;TIPOPE;2;Tipo da operação;Tipo de operación
E000BDE;TIPOPE;3;Indicativo se a operação é de bloqueio ou desbloqueio;Indica si la operación es de bloqueo o desbloqueo.
E000BEM;CODBEM;1;Bem;Bien
E000BEM;CODBEM;2;Código Bem;Código de pozo
E000BEM;CODBEM;3;Código do Bem;Código del bien
E000BEM;CODEMP;1;Empresa;Empresa
E000BEM;CODEMP;2;Empresa;Empresa
E000BEM;CODEMP;3;Código da empresa;Codigo de compañia
E000BEM;CODFIL;1;Filial;Subsidiaria
E000BEM;CODFIL;2;Filial;Subsidiaria
E000BEM;CODFIL;3;Código da filial;Código de sucursal
E000BEM;SEQINT;1;Num. Sequencial;Numero secuencial
E000BEM;SEQINT;2;Num. Sequencial;Numero secuencial
E000BEM;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000BNF;CODCLF;1;Classif. Fiscal;Clasificación. Supervisor
E000BNF;CODCLF;2;Classificação Fiscal;Clasificación fiscal
E000BNF;CODCLF;3;Código da classificação fiscal;Código de clasificación fiscal
E000BNF;CODEMP;1;Empresa;Empresa
E000BNF;CODEMP;2;Empresa;Empresa
E000BNF;CODEMP;3;Código da empresa;Codigo de compañia
E000BNF;CODFIL;1;Filial;Subsidiaria
E000BNF;CODFIL;2;Filial;Subsidiaria
E000BNF;CODFIL;3;Código da filial;Código de sucursal
E000BNF;CODPRO;1;Produto;Producto
E000BNF;CODPRO;2;Produto;Producto
E000BNF;CODPRO;3;Código do produto;código del producto
E000BNF;CODSER;1;Serviço;Servicio
E000BNF;CODSER;2;Serviço;Servicio
E000BNF;CODSER;3;Código do serviço;Código de servicio
E000BNF;CODSTR;1;Sit. Trib. ICMS;Sentarse. tribu. ICMS
E000BNF;CODSTR;2;Situação Tributária ICMS;Situación tributaria del ICMS
E000BNF;CODSTR;3;Código da Situação Tributária ICMS;Código de estado fiscal ICMS
E000BNF;CODTNS;1;Transação;Transacción
E000BNF;CODTNS;2;Transação;Transacción
E000BNF;CODTNS;3;Código da transação;Codigo de transacción
E000BNF;DATINI;1;Início vigência;Inicio del trimestre
E000BNF;DATINI;2;Início vigência;Inicio del trimestre
E000BNF;DATINI;3;Data de início da vigência;Fecha efectiva
E000BNF;SEQINT;1;Num. Sequencial;Numero secuencial
E000BNF;SEQINT;2;Num. Sequencial;Numero secuencial
E000BNF;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000BNF;SIGUFS;1;Estado;Estado
E000BNF;SIGUFS;2;Estado;Estado
E000BNF;SIGUFS;3;Sigla do estado;Acrónimo del estado
E000BUS;CODBUS;1;Busca Avançada;Búsqueda Avanzada
E000BUS;CODBUS;2;Busca Avançada;Búsqueda Avanzada
E000BUS;CODBUS;3;Código da busca avançada;Código de búsqueda avanzada
E000BUS;DATALT;1;Data Últ. Alter.;Ultima cita Alterar.
E000BUS;DATALT;2;Data Última Alteração;Fecha de última modificación
E000BUS;DATALT;3;Data da última alteração do registro;Fecha del último cambio de registro
E000BUS;DATGER;1;Data Geração;Fecha de generación
E000BUS;DATGER;2;Data da Geração;Fecha de generación
E000BUS;DATGER;3;Data da geração do registro;Fecha de generación del registro
E000BUS;FRMBUS;1;Tela de Busca;Pantalla de búsqueda
E000BUS;FRMBUS;2;Tela de origem da busca;Pantalla de origen de búsqueda
E000BUS;FRMBUS;3;Tela de origem da busca avançada;Pantalla de fuente de búsqueda avanzada
E000BUS;HORALT;1;Hora Últ. Alter.;Ultima vez Alterar.
E000BUS;HORALT;2;Hora Última Alteração;Hora del último cambio
E000BUS;HORALT;3;Hora da última alteração do registro;Hora del último cambio de registro
E000BUS;HORGER;1;Hora Geração;Tiempo generacional
E000BUS;HORGER;2;Hora da Geração;Tiempo generacional
E000BUS;HORGER;3;Hora da geração do registro;Tiempo de generación récord
E000BUS;OBSBUS;1;Obs.;Nota.
E000BUS;OBSBUS;2;Observação;Observación
E000BUS;OBSBUS;3;Observação da busca avançada;Nota de búsqueda avanzada
E000BUS;TIPBUS;1;Tipo busca avançada;Tipo de búsqueda avanzada
E000BUS;TIPBUS;2;Tipo da busca avançada;Tipo de búsqueda avanzada
E000BUS;TIPBUS;3;Tipo da busca avançada;Tipo de búsqueda avanzada
E000BUS;USUALT;1;Usuário Últ. Alter.;Último usuario Alterar.
E000BUS;USUALT;2;Usuário Última Alteração;Usuario cambiado por última vez
E000BUS;USUALT;3;Usuário responsável pela última alteração do registro;Usuario responsable del último cambio de registro
E000BUS;USUGER;1;Usuário Geração;Generación de usuarios
E000BUS;USUGER;2;Usuário de Geração;Usuario de generación
E000BUS;USUGER;3;Usuário responsável pela geração do registro;Usuario responsable de generar el registro
E000BUS;VLRBUS;1;Vlr. Total;Vlr. Total
E000BUS;VLRBUS;2;Valor total;Valor total
E000BUS;VLRBUS;3;Valor total da busca avançada;Valor total de búsqueda avanzada
E000CAP;CODEMP;1;Empresa;Empresa
E000CAP;CODEMP;2;Empresa;Empresa
E000CAP;CODEMP;3;Código da empresa;Codigo de compañia
E000CAP;CODFIL;1;Filial;Subsidiaria
E000CAP;CODFIL;2;Filial;Subsidiaria
E000CAP;CODFIL;3;Código da filial;Código de sucursal
E000CAP;IDECAP;1;Ide. Uni. Alfa;Ide. Uni. Alfa
E000CAP;IDECAP;2;Identificador único alfanumérico;Identificador alfanumérico único
E000CAP;IDECAP;3;Identificador único alfanumérico;Identificador alfanumérico único
E000CAP;SEQINT;1;Num. Sequencial;Numero secuencial
E000CAP;SEQINT;2;Num. Sequencial;Numero secuencial
E000CAP;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000CCA;CODCCA;1;Categoria;Categoría
E000CCA;CODCCA;2;Categoria Análise Crédito;Análisis de crédito por categoría
E000CCA;CODCCA;3;Código da categoria do cliente para a análise de crédito;Código de categoría de cliente para análisis de crédito
E000CCA;CODEMP;1;Empresa;Empresa
E000CCA;CODEMP;2;Empresa;Empresa
E000CCA;CODEMP;3;Código da empresa;Codigo de compañia
E000CCA;CODFIL;1;Filial;Subsidiaria
E000CCA;CODFIL;2;Filial;Subsidiaria
E000CCA;CODFIL;3;Código da filial;Código de sucursal
E000CCA;SEQINT;1;Num. Sequencial;Numero secuencial
E000CCA;SEQINT;2;Num. Sequencial;Numero secuencial
E000CCA;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000CCC;CODCNM;1;Código a consumir;Código para consumir
E000CCC;CODCNM;2;Código a ser consumido;Código a consumir
E000CCC;CODCNM;3;Código passível de ser consumido.;Código que se puede consumir.
E000CCC;CODDER;1;Deriv.;Derivado.
E000CCC;CODDER;2;Derivação;Derivación
E000CCC;CODDER;3;Código da derivação;Código de derivación
E000CCC;CODEMP;1;Empresa;Empresa
E000CCC;CODEMP;2;Empresa;Empresa
E000CCC;CODEMP;3;Código da empresa;Codigo de compañia
E000CCC;CODPRO;1;Produto;Producto
E000CCC;CODPRO;2;Produto;Producto
E000CCC;CODPRO;3;Código do produto;código del producto
E000CCC;CODSEG;1;Seguradora;Compañía de seguros
E000CCC;CODSEG;2;Seguradora;Compañía de seguros
E000CCC;CODSEG;3;Código da Seguradora;Código de aseguradora
E000CCC;CODSER;1;Serviço;Servicio
E000CCC;CODSER;2;Serviço;Servicio
E000CCC;CODSER;3;Código do serviço;Código de servicio
E000CCC;IDEUNI;1;Ident. Registro;IDENTIFICACIÓN. Registro
E000CCC;IDEUNI;2;Identificador Registro;Identificador de registro
E000CCC;IDEUNI;3;Identificador de registro;Identificador de registro
E000CCC;NUMSER;1;Núm. Série do código;No. Serie de códigos
E000CCC;NUMSER;2;Número de série do código a ser consumido;Número de serie del código a consumir
E000CCC;NUMSER;3;Número de série do código passível de ser consumido.;Número de serie del código que se puede consumir.
E000CCC;SITREG;1;Sit.;Sentarse.
E000CCC;SITREG;2;Situação;Situación
E000CCC;SITREG;3;Situação do registro;Estado de registro
E000CCC;VALFIM;1;Val. Final;Val final.
E000CCC;VALFIM;2;Validade Final;Validez final
E000CCC;VALFIM;3;Data final de validade do código;Fecha de vencimiento del código
E000CCC;VALINI;1;Val. Inicial;Val inicial.
E000CCC;VALINI;2;Validade Inicial;Validez inicial
E000CCC;VALINI;3;Data inicial de validade do código;Fecha de vencimiento del código
E000CCO;CODEMP;1;Empresa;Empresa
E000CCO;CODEMP;2;Empresa;Empresa
E000CCO;CODEMP;3;Código da empresa;Codigo de compañia
E000CCO;CODFIL;1;Filial;Subsidiaria
E000CCO;CODFIL;2;Filial;Subsidiaria
E000CCO;CODFIL;3;Código da filial;Código de sucursal
E000CCO;NUMCCO;1;Cta. Interna;Cta. Interno
E000CCO;NUMCCO;2;Conta Interna;Cuenta interna
E000CCO;NUMCCO;3;Número da Conta Interna;Número de cuenta interna
E000CCO;SEQINT;1;Num. Sequencial;Numero secuencial
E000CCO;SEQINT;2;Num. Sequencial;Numero secuencial
E000CCO;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000CCU;CODCCU;1;Centro de Custos;Centro de costos
E000CCU;CODCCU;2;Código do Centro de Custos;Código del centro de costos
E000CCU;CODCCU;3;Código do Centro de Custos;Código del centro de costos
E000CCU;CODEMP;1;Empresa;Empresa
E000CCU;CODEMP;2;Empresa;Empresa
E000CCU;CODEMP;3;Código da empresa;Codigo de compañia
E000CCU;CODFIL;1;Filial;Subsidiaria
E000CCU;CODFIL;2;Filial;Subsidiaria
E000CCU;CODFIL;3;Código da filial;Código de sucursal
E000CCU;SEQINT;1;Num. Sequencial;Numero secuencial
E000CCU;SEQINT;2;Num. Sequencial;Numero secuencial
E000CCU;SEQINT;3;Número e sequência de registros de integração;Número y secuencia de registros de integración.
E000CEP;CEPINI;1;CEP Inicial;Código postal de inicio
E000CEP;CEPINI;2;CEP Inicial;Código postal de inicio
E000CEP;CEPINI;3;Faixa inicial do CEP da cidade;Rango inicial del código postal de la ciudad
E000CEP;CODEMP;1;Empresa;Empresa
E000CEP;CODEMP;2;Empresa;Empresa
E000CEP;CODEMP;3;Código da empresa;Codigo de compañia
E000CEP;CODFIL;1;Filial;Subsidiaria
E000CEP;CODFIL;2;Filial;Subsidiaria
E000CEP;CODFIL;3;Código da filial;Código de sucursal
E000CEP;SEQINT;1;Num. Sequencial;Numero secuencial
E000CEP;SEQINT;2;Num. Sequencial;Numero secuencial
E000CEP;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000CER;CODEMP;1;Empresa;Empresa
E000CER;CODEMP;2;Empresa;Empresa
E000CER;CODEMP;3;Código da empresa;Codigo de compañia
E000CER;CODFIL;1;Filial;Subsidiaria
E000CER;CODFIL;2;Filial;Subsidiaria
E000CER;CODFIL;3;Código da filial;Código de sucursal
E000CER;IDEPAR;1;Ident. Registro;IDENTIFICACIÓN. Registro
E000CER;IDEPAR;2;Identificador Registro;Identificador de registro
E000CER;IDEPAR;3;Identificador de registro;Identificador de registro
E000CER;SEQINT;1;Seq;secuencia
E000CER;SEQINT;2;Sequência;Secuencia
E000CER;SEQINT;3;Sequência da integração;Secuencia de integración
E000CES;CODEMP;1;Empresa;Empresa
E000CES;CODEMP;2;Empresa;Empresa
E000CES;CODEMP;3;Código da empresa;Codigo de compañia
E000CES;CODFIL;1;Filial;Subsidiaria
E000CES;CODFIL;2;Filial;Subsidiaria
E000CES;CODFIL;3;Código da filial;Código de sucursal
E000CES;DATENT;1;Data Ent.;Fecha de entrada
E000CES;DATENT;2;Data Entrada;Entrada de fecha
E000CES;DATENT;3;Data da entrada;Fecha de entrada
E000CES;SEQENT;1;Seq. Ent.;Sec. Ent.
E000CES;SEQENT;2;Sequência Entrada;Secuencia de entrada
E000CES;SEQENT;3;Sequência de entrada  na data;Secuencia de entrada de fecha
E000CES;SEQINT;1;Número Sequencial;Numero secuencial
E000CES;SEQINT;2;Número Sequencial;Numero secuencial
E000CES;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
